"invoiceNumber","slug","Invoice Details","Invoices (Item)","Client Receipt","Client Payment Confirmation","company","contact","project","invoiceDate","po","total","notes","status","paymentSchedules","search","ID","Created Date","Updated Date","Owner","companyInvoice","quotation","paymentDueDate"
"INV-24MM-106","inv-24mm-106","/dashboard-invoice/inv-24mm-106","/public-invoice/inv-24mm-106/901e4f4f-7751-44c0-8daf-75f8d1847279","/receipt/inv-24mm-106/901e4f4f-7751-44c0-8daf-75f8d1847279","/payment-confirmation/inv-24mm-106/901e4f4f-7751-44c0-8daf-75f8d1847279","e2b67c24-6545-4ed4-953f-06c53d8f6e6b","c8bb8fd9-7aa1-477a-ae96-453d0814ebcd","86543380-9076-4f2e-bb8a-c18009a899f1",2024-10-13T20:00:00Z,"7703",950.78,,"Paid",,"INV-24MM-106, POB1 Properties L.L.C","901e4f4f-7751-44c0-8daf-75f8d1847279",2024-10-14T06:11:44Z,2025-06-03T11:07:29Z,"01f011dc-8d52-4de4-9524-780ccef3313b","POB1 Properties L.L.C","53335151-d694-4327-957b-99808ed911ea",
"INV-24MM-037","inv-24mm-037","/dashboard-invoice/inv-24mm-037","/public-invoice/inv-24mm-037/906306c3-27c2-4bb7-abb3-603239b33707","/receipt/inv-24mm-037/906306c3-27c2-4bb7-abb3-603239b33707","/payment-confirmation/inv-24mm-037/906306c3-27c2-4bb7-abb3-603239b33707","e8e0af41-e73a-41f2-ba92-96f7753b5866","62f598ce-4588-47d0-bdb5-89f207bc7d44","64ab238d-4665-4dec-92b9-fbb2dbc9ec23",2024-03-03T16:00:00Z,"N/A",1050,,"Cancelled","[{""paymentNumber"":""RX-24MM-037"",""_id"":""35258d7f-cde2-4320-9024-852496c221e5"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-03-04T09:24:19.916Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-09-23T10:14:26.054Z""},""amount"":1050,""company"":""e8e0af41-e73a-41f2-ba92-96f7753b5866"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""906306c3-27c2-4bb7-abb3-603239b33707"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-09-20T16:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-037, Proton Energy - Website and Branding, Switch Business Solutions","906306c3-27c2-4bb7-abb3-603239b33707",2024-03-04T09:23:31Z,2024-10-17T08:25:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Switch Business Solutions",,
"INV-25MM-051","inv-25mm-051","/dashboard-invoice/inv-25mm-051","/public-invoice/inv-25mm-051/91f5fab0-6557-484c-bc7f-7523bae02006","/receipt/inv-25mm-051/91f5fab0-6557-484c-bc7f-7523bae02006","/payment-confirmation/inv-25mm-051/91f5fab0-6557-484c-bc7f-7523bae02006","734506c8-4e02-428f-92a5-1f1a96a7cd28","7bb6ae04-1720-4b69-b428-1b13a67b8fe8","2b81ae2e-a042-458a-89a1-643b15f88a9a",2025-10-19T20:00:00Z,"N/A",2625,,"Paid","[{""percentage"":1,""_id"":""b29f3e44-8ee3-47c6-b66b-bd0f19ddea4f"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-05-30T10:43:41.890Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-01-27T12:10:51.221Z""},""amount"":2625,""company"":""734506c8-4e02-428f-92a5-1f1a96a7cd28"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due for Payment"",""invoice"":""91f5fab0-6557-484c-bc7f-7523bae02006"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-10-19T20:00:00Z""},""paymentDate"":{""$date"":""2025-11-11T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-051, St. Trop - Web Design & Development, Waldorf Astoria","91f5fab0-6557-484c-bc7f-7523bae02006",2025-05-30T10:42:52Z,2026-05-12T06:05:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Waldorf Astoria",,2025-10-19T20:00:00Z
"INV-24MM-093","inv-24mm-093","/dashboard-invoice/inv-24mm-093","/public-invoice/inv-24mm-093/92c06047-f967-4cea-b7e0-298e62c373c3","/receipt/inv-24mm-093/92c06047-f967-4cea-b7e0-298e62c373c3","/payment-confirmation/inv-24mm-093/92c06047-f967-4cea-b7e0-298e62c373c3","734506c8-4e02-428f-92a5-1f1a96a7cd28","7bb6ae04-1720-4b69-b428-1b13a67b8fe8","f5682e2e-01ee-4eb6-a2d8-bbdd38117cd8",2024-09-04T20:00:00Z,"WA0076297",2625,,"Paid","[{""percentage"":1,""_id"":""3e1d0ed7-40ca-43e3-9a78-7a1488d98adb"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-09-06T06:39:33.572Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-08-06T04:53:14.527Z""},""amount"":2625,""company"":""734506c8-4e02-428f-92a5-1f1a96a7cd28"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""92c06047-f967-4cea-b7e0-298e62c373c3"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2024-09-04T20:00:00Z""},""paymentDate"":{""$date"":""2024-10-15T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-093, Waldorf Astoria","92c06047-f967-4cea-b7e0-298e62c373c3",2024-09-06T06:38:21Z,2025-08-12T10:54:07Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Waldorf Astoria",,
"INV-25MM-010","inv-25mm-010","/dashboard-invoice/inv-25mm-010","/public-invoice/inv-25mm-010/930bd69d-b11b-4e96-b4d0-856b654350a4","/receipt/inv-25mm-010/930bd69d-b11b-4e96-b4d0-856b654350a4","/payment-confirmation/inv-25mm-010/930bd69d-b11b-4e96-b4d0-856b654350a4","0d5fb996-1d33-40e4-a21c-63d0244f4b18","353350f0-9fa0-4d37-ad9b-54ebfc7d77ea","2aecd8c8-af66-4dc1-acc8-86f4545f04fb",2025-01-23T20:00:00Z,,1000,,"Paid","[{""percentage"":null,""_id"":""056656fe-4498-49d0-bcd9-48d9c13ee31b"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-01-23T14:37:33.967Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-08-13T12:42:26.901Z""},""amount"":1000,""company"":""0d5fb996-1d33-40e4-a21c-63d0244f4b18"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Jan - Feb"",""invoice"":""930bd69d-b11b-4e96-b4d0-856b654350a4"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-01-21T20:00:00Z""},""paymentDate"":{""$date"":""2025-01-26T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-010, Bold & Beyond Coaching - Social Media Marketing, Bold & Beyond Coaching","930bd69d-b11b-4e96-b4d0-856b654350a4",2025-01-23T14:34:34Z,2025-11-14T12:07:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Bold & Beyond Coaching",,
"INV-25MM-139","inv-25mm-139","/dashboard-invoice/inv-25mm-139","/public-invoice/inv-25mm-139/941b6183-6008-42b1-8660-61ac29419316","/receipt/inv-25mm-139/941b6183-6008-42b1-8660-61ac29419316","/payment-confirmation/inv-25mm-139/941b6183-6008-42b1-8660-61ac29419316","e5a8f142-b45d-4375-973d-f0cc776663e1","362a2d4b-7db8-4972-b783-40b81cfb06ae","1212678d-037b-475a-b187-a27821e2d3c8",2026-01-26T20:00:00Z,"N/A",7350,,"Paid","[{""percentage"":1,""_id"":""9ed65a66-7cb8-42b1-9a0d-f3706e557e8a"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-12-30T10:21:13.832Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-01-30T05:45:54.369Z""},""amount"":7350,""company"":""e5a8f142-b45d-4375-973d-f0cc776663e1"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due every 28th of the month"",""invoice"":""941b6183-6008-42b1-8660-61ac29419316"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2026-01-26T20:00:00Z""},""paymentDate"":{""$date"":""2026-01-27T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-139, Airstay Holiday Homes - Social Media Marketing, Airstay Holiday Homes ","941b6183-6008-42b1-8660-61ac29419316",2025-12-30T10:19:08Z,2026-04-27T08:43:37Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Airstay Holiday Homes ",,2026-01-26T20:00:00Z
"INV-REV23MM-045","inv-rev23mm-045","/dashboard-invoice/inv-rev23mm-045","/public-invoice/inv-rev23mm-045/952f0536-02f0-420f-b226-90a6a6ec508e","/receipt/inv-rev23mm-045/952f0536-02f0-420f-b226-90a6a6ec508e","/payment-confirmation/inv-rev23mm-045/952f0536-02f0-420f-b226-90a6a6ec508e","1cb9a32b-26b8-4687-9a84-1a4ca764a5a0","9cec629a-a28c-4904-9aa4-aef4bc1862e6","a4085aad-db35-4348-9092-9148803f2c72",2023-04-02T16:00:00Z,"1",5500,,"Paid","[{""_id"":""64b8279c-c051-40a1-aa56-016fbc1dcfef"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-04-03T05:43:48.962Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-04-17T20:51:26.505Z""},""amount"":2500,""company"":""1cb9a32b-26b8-4687-9a84-1a4ca764a5a0"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Initial Payment"",""invoice"":""952f0536-02f0-420f-b226-90a6a6ec508e"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-04-02T16:00:00Z""},""paymentDate"":{""$date"":""2023-04-02T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""_id"":""575a2976-34a9-4d90-ba21-05449a75136c"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-04-03T05:44:29.457Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-04-27T07:08:57.684Z""},""amount"":3000,""company"":""1cb9a32b-26b8-4687-9a84-1a4ca764a5a0"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Upon Project Completion"",""invoice"":""952f0536-02f0-420f-b226-90a6a6ec508e"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-04-25T16:00:00Z""},""paymentDate"":{""$date"":""2023-04-25T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-045, A & A Technologies DMCC","952f0536-02f0-420f-b226-90a6a6ec508e",2023-04-03T05:41:19Z,2024-02-22T11:08:04Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","A & A Technologies DMCC",,
"INV-26MM-164","inv-26mm-164","/dashboard-invoice/inv-26mm-164","/public-invoice/inv-26mm-164/95e83ce1-2190-4b49-9a54-dbaedd9949a6","/receipt/inv-26mm-164/95e83ce1-2190-4b49-9a54-dbaedd9949a6","/payment-confirmation/inv-26mm-164/95e83ce1-2190-4b49-9a54-dbaedd9949a6","f644f0b2-3ef9-4d0a-80c3-276de3135008","c41d6ea6-538d-4691-9b4f-ee062e44719f","fe578398-ead8-4e5c-902c-1ba9d28746b3",2026-04-19T20:00:00Z,"N/A",6202.35,,"Paid","[{""percentage"":1,""_id"":""f68fa50d-af9e-4bf5-98e9-dc3736447eaf"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2026-03-23T08:54:50.459Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-04-24T07:18:40.359Z""},""amount"":6202.35,""company"":""f644f0b2-3ef9-4d0a-80c3-276de3135008"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due every 21st of the month"",""invoice"":""95e83ce1-2190-4b49-9a54-dbaedd9949a6"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2026-04-20T20:00:00Z""},""paymentDate"":{""$date"":""2026-04-23T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-26MM-164, Canterra Properties - Social Media & Website Blogs, Canterra Properties","95e83ce1-2190-4b49-9a54-dbaedd9949a6",2026-03-23T08:53:22Z,2026-07-06T07:12:30Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Canterra Properties",,2026-04-19T20:00:00Z
"INV-REV22MM-045","inv-rev22mm-045","/dashboard-invoice/inv-rev22mm-045","/public-invoice/inv-rev22mm-045/964f3de9-f21f-4c15-8b74-41d1d89ec83f","/receipt/inv-rev22mm-045/964f3de9-f21f-4c15-8b74-41d1d89ec83f","/payment-confirmation/inv-rev22mm-045/964f3de9-f21f-4c15-8b74-41d1d89ec83f","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","c9e0cac3-097a-4ee7-8cac-67b340fa96ef","2a098ec9-6f7e-49b1-a596-0a580fcd9c31",2022-08-28T20:00:00Z,,70000,,"Paid","[{""_id"":""50e54628-cb17-4bec-b72b-54e25cf8fae3"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2022-11-28T17:31:16.778Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-01-26T06:27:08.160Z""},""amount"":14000,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Final 20%"",""invoice"":""964f3de9-f21f-4c15-8b74-41d1d89ec83f"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-01-19T16:00:00Z""},""paymentDate"":{""$date"":""2023-01-24T16:00:00Z""},""notes"":""<p>01/02 - Chased final payment</p><p>01/24 - Send Final Invoice</p>"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""_id"":""d241876f-9dac-457f-be15-c53f0f843f8b"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2022-11-28T17:30:24.930Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2022-11-30T22:03:23.743Z""},""amount"":28000,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Second 40%"",""invoice"":""964f3de9-f21f-4c15-8b74-41d1d89ec83f"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2022-11-24T20:00:00Z""},""paymentDate"":{""$date"":""2022-11-29T20:00:00Z""},""notes"":"""",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""paymentNumber"":""RX-MEX22MM-045"",""_id"":""e4c1eb69-9eb9-4b05-86ef-a9661488703c"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2022-11-28T17:29:42.532Z""},""paymentMethod"":""be4bd88f-5663-49b6-9616-f51d397a4d57"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2022-11-29T07:09:25.482Z""},""amount"":28000,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Initial 40%"",""invoice"":""964f3de9-f21f-4c15-8b74-41d1d89ec83f"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2022-10-27T20:00:00Z""},""paymentDate"":{""$date"":""2022-10-27T20:00:00Z""},""notes"":"""",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV22MM-045, 111 Group","964f3de9-f21f-4c15-8b74-41d1d89ec83f",2022-11-28T17:26:26Z,2025-08-13T07:20:05Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","111 Group",,
"INV-REV23MM-088","inv-rev23mm-088","/dashboard-invoice/inv-rev23mm-088","/public-invoice/inv-rev23mm-088/96c1302f-d34e-4486-86bb-a9cd176fe559","/receipt/inv-rev23mm-088/96c1302f-d34e-4486-86bb-a9cd176fe559","/payment-confirmation/inv-rev23mm-088/96c1302f-d34e-4486-86bb-a9cd176fe559","8d470f66-352c-4a1b-8668-774da3c08e70","cce2f2f0-fe68-4787-9a27-086de2d2d271","0caa096a-d1f7-4917-b177-77ae0aa51869",2023-09-26T16:00:00Z,"N/A",2100,,"Paid","[{""_id"":""3cc944ac-d1f8-48c6-a34a-ace803bad1d8"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-09-27T08:32:05.646Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-11-06T11:02:12.855Z""},""amount"":2100,""company"":""8d470f66-352c-4a1b-8668-774da3c08e70"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""96c1302f-d34e-4486-86bb-a9cd176fe559"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-09-26T16:00:00Z""},""paymentDate"":{""$date"":""2023-09-26T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-088, Luxury Oudh","96c1302f-d34e-4486-86bb-a9cd176fe559",2023-09-27T08:21:03Z,2025-03-10T06:03:59Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","LUXURY DROP PARFUM L.L.C",,
"INV-25MM-080","inv-25mm-080","/dashboard-invoice/inv-25mm-080","/public-invoice/inv-25mm-080/97143aa7-8968-4f1b-872c-eaaae1701c02","/receipt/inv-25mm-080/97143aa7-8968-4f1b-872c-eaaae1701c02","/payment-confirmation/inv-25mm-080/97143aa7-8968-4f1b-872c-eaaae1701c02","75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","c9e0cac3-097a-4ee7-8cac-67b340fa96ef","fdee3d20-ed59-41a5-845f-aa9a0824c139",2025-08-13T20:00:00Z,"N/A",5906.25,,"Paid","[{""percentage"":1,""_id"":""c3d53883-6864-48ea-a5fd-0156359755fa"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-08-27T09:47:03.382Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-10-24T08:18:47.276Z""},""amount"":5906.25,""company"":""75be43f0-4a3a-44ed-8e43-cfe7fe4615c2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""For the month of August"",""invoice"":""97143aa7-8968-4f1b-872c-eaaae1701c02"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-08-13T20:00:00Z""},""paymentDate"":{""$date"":""2025-08-27T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-080, 111Group - WEB APP AMC, 111 Group","97143aa7-8968-4f1b-872c-eaaae1701c02",2025-08-27T09:43:51Z,2025-10-24T08:20:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","111 Group",,2025-08-13T20:00:00Z
"INV-25MM-138","inv-25mm-138","/dashboard-invoice/inv-25mm-138","/public-invoice/inv-25mm-138/9760c222-5df5-4800-9541-9fe463b640ed","/receipt/inv-25mm-138/9760c222-5df5-4800-9541-9fe463b640ed","/payment-confirmation/inv-25mm-138/9760c222-5df5-4800-9541-9fe463b640ed","34a2f467-ef8e-4733-b6ad-7d176e614466","ac1aa822-9c18-4fe6-961f-636b23f63d3f","90f693b9-af56-47a1-9965-98bf0326b43e",2026-01-26T20:00:00Z,"N/A",5775,,"Paid","[{""percentage"":1,""_id"":""778bd08d-876d-4de2-acd9-c5812307b98a"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-12-30T10:16:54.976Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-01-30T05:39:36.092Z""},""amount"":5775,""company"":""34a2f467-ef8e-4733-b6ad-7d176e614466"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due every 28th of the month"",""invoice"":""9760c222-5df5-4800-9541-9fe463b640ed"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2025-12-29T20:00:00Z""},""paymentDate"":{""$date"":""2026-01-28T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-138, Esperia Volleyball Academy LLC - Social Media & SEO Management, Esperia Volleyball Academy LLC ","9760c222-5df5-4800-9541-9fe463b640ed",2025-12-30T10:15:11Z,2026-04-27T08:48:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Esperia Volleyball Academy LLC ",,2026-01-26T20:00:00Z
"INV-24MM-054","inv-24mm-054","/dashboard-invoice/inv-24mm-054","/public-invoice/inv-24mm-054/978dc66e-60b5-4b57-9c5b-7dd856eb3fef","/receipt/inv-24mm-054/978dc66e-60b5-4b57-9c5b-7dd856eb3fef","/payment-confirmation/inv-24mm-054/978dc66e-60b5-4b57-9c5b-7dd856eb3fef","8b4107d2-c184-4450-966a-819e88ba32ad","a6368b17-e129-42b3-9279-14d6d78ab8ef","ba2c1cc7-f059-414a-acf3-1fdee4ae45ab",2024-06-05T16:00:00Z,"N/A",5000,,"Paid","[{""paymentNumber"":""RX-24MM-054"",""_id"":""4d618f5b-8008-4816-8828-f98deea31560"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-06-07T10:11:59.960Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-06-07T10:12:50.385Z""},""amount"":5000,""company"":""8b4107d2-c184-4450-966a-819e88ba32ad"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Immediate Payment"",""invoice"":""978dc66e-60b5-4b57-9c5b-7dd856eb3fef"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2024-06-05T16:00:00Z""},""paymentDate"":{""$date"":""2024-06-06T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""percentage"":null,""_id"":""7220300a-0a08-406a-ac4f-d89edf850ae3"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-06-07T10:12:39.473Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-10-15T11:41:59.970Z""},""amount"":8125,""company"":""8b4107d2-c184-4450-966a-819e88ba32ad"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Final Payment upon completion of the project"",""invoice"":""978dc66e-60b5-4b57-9c5b-7dd856eb3fef"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-10-14T20:00:00Z""},""paymentDate"":null,""notes"":""<p>23/7/2024 - Chased final payment</p>"",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-054, Perfumy - Web Development, Perfumy","978dc66e-60b5-4b57-9c5b-7dd856eb3fef",2024-06-07T10:10:43Z,2024-10-31T11:38:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","LUXURY DROP PARFUM L.L.C",,
"INV-REV23MM-026","inv-rev23mm-026","/dashboard-invoice/inv-rev23mm-026","/public-invoice/inv-rev23mm-026/982a746a-9d87-4bb5-8af7-6453dab4d0b1","/receipt/inv-rev23mm-026/982a746a-9d87-4bb5-8af7-6453dab4d0b1","/payment-confirmation/inv-rev23mm-026/982a746a-9d87-4bb5-8af7-6453dab4d0b1","1cb8a8b7-fbd7-4531-be0a-d0c91a0e09f0","c033269c-c45b-4967-9421-97e9e33f982e","4751f92b-b9dd-46a2-a491-d2a14269704a",2023-11-28T16:00:00Z,,2000,,"Cancelled",,"INV-REV23MM-026, Luxury StayCation Holiday Homes","982a746a-9d87-4bb5-8af7-6453dab4d0b1",2023-02-15T06:56:26Z,2024-02-26T00:06:23Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Luxury StayCation Holiday Homes",,
